participant_id,model,rating_trait,llm_score,score_type,prompt_type
e801373921ee,LLaMA-3,Machiavellianism,3.0,target_trait_all_prompts,
e801373921ee,LLaMA-3,Narcissism,2.875,target_trait_all_prompts,
e801373921ee,LLaMA-3,Psychopathy,2.25,target_trait_all_prompts,
eccf4e4dc36f,GPT-5,Machiavellianism,2.5,target_trait_all_prompts,
eccf4e4dc36f,GPT-5,Narcissism,2.5,target_trait_all_prompts,
eccf4e4dc36f,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
eccf4e4dc36f,GPT-OSS-120B,Machiavellianism,3.0,target_trait_all_prompts,
eccf4e4dc36f,GPT-OSS-120B,Narcissism,1.8333333333333333,target_trait_all_prompts,
eccf4e4dc36f,GPT-OSS-120B,Psychopathy,1.25,target_trait_all_prompts,
eccf4e4dc36f,Grok-4,Machiavellianism,2.0,target_trait_all_prompts,
eccf4e4dc36f,Grok-4,Narcissism,2.25,target_trait_all_prompts,
eccf4e4dc36f,Grok-4,Psychopathy,1.0,target_trait_all_prompts,
eccf4e4dc36f,LLaMA-3,Machiavellianism,3.0,target_trait_all_prompts,
eccf4e4dc36f,LLaMA-3,Narcissism,3.125,target_trait_all_prompts,
eccf4e4dc36f,LLaMA-3,Psychopathy,1.125,target_trait_all_prompts,
f089217f0341,GPT-5,Machiavellianism,2.5,target_trait_all_prompts,
f089217f0341,GPT-5,Narcissism,1.5,target_trait_all_prompts,
f089217f0341,GPT-5,Psychopathy,1.875,target_trait_all_prompts,
f089217f0341,GPT-OSS-120B,Machiavellianism,2.2,target_trait_all_prompts,
f089217f0341,GPT-OSS-120B,Narcissism,1.25,target_trait_all_prompts,
f089217f0341,GPT-OSS-120B,Psychopathy,2.0,target_trait_all_prompts,
f089217f0341,Grok-4,Machiavellianism,3.0,target_trait_all_prompts,
f089217f0341,Grok-4,Narcissism,1.5,target_trait_all_prompts,
f089217f0341,Grok-4,Psychopathy,2.25,target_trait_all_prompts,
f089217f0341,LLaMA-3,Machiavellianism,3.375,target_trait_all_prompts,
f089217f0341,LLaMA-3,Narcissism,3.0,target_trait_all_prompts,
f089217f0341,LLaMA-3,Psychopathy,2.5,target_trait_all_prompts,
f904fc265f68,GPT-5,Machiavellianism,1.5,target_trait_all_prompts,
f904fc265f68,GPT-5,Narcissism,2.5,target_trait_all_prompts,
f904fc265f68,GPT-5,Psychopathy,2.0,target_trait_all_prompts,
f904fc265f68,GPT-OSS-120B,Machiavellianism,2.6666666666666665,target_trait_all_prompts,
f904fc265f68,GPT-OSS-120B,Narcissism,2.2,target_trait_all_prompts,
f904fc265f68,GPT-OSS-120B,Psychopathy,1.75,target_trait_all_prompts,
f904fc265f68,Grok-4,Machiavellianism,1.5,target_trait_all_prompts,
f904fc265f68,Grok-4,Narcissism,1.5,target_trait_all_prompts,
f904fc265f68,Grok-4,Psychopathy,1.875,target_trait_all_prompts,
f904fc265f68,LLaMA-3,Machiavellianism,2.0,target_trait_all_prompts,
f904fc265f68,LLaMA-3,Narcissism,4.0,target_trait_all_prompts,
f904fc265f68,LLaMA-3,Psychopathy,1.875,target_trait_all_prompts,
fb129c79286b,GPT-5,Machiavellianism,2.5,target_trait_all_prompts,
fb129c79286b,GPT-5,Narcissism,2.875,target_trait_all_prompts,
fb129c79286b,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
fb129c79286b,GPT-OSS-120B,Machiavellianism,2.0,target_trait_all_prompts,
fb129c79286b,GPT-OSS-120B,Narcissism,3.4,target_trait_all_prompts,
fb129c79286b,GPT-OSS-120B,Psychopathy,1.6,target_trait_all_prompts,
fb129c79286b,Grok-4,Machiavellianism,1.875,target_trait_all_prompts,
fb129c79286b,Grok-4,Narcissism,3.125,target_trait_all_prompts,
fb129c79286b,Grok-4,Psychopathy,1.5,target_trait_all_prompts,
fb129c79286b,LLaMA-3,Machiavellianism,2.5,target_trait_all_prompts,
fb129c79286b,LLaMA-3,Narcissism,2.75,target_trait_all_prompts,
fb129c79286b,LLaMA-3,Psychopathy,2.375,target_trait_all_prompts,
016dc2ca774e,MODEL_AVERAGE,Machiavellianism,2.0625,target_trait_all_prompts,
016dc2ca774e,MODEL_AVERAGE,Narcissism,2.3125,target_trait_all_prompts,
016dc2ca774e,MODEL_AVERAGE,Psychopathy,1.2901785714285714,target_trait_all_prompts,
0485d66e43c0,MODEL_AVERAGE,Machiavellianism,3.1666666666666665,target_trait_all_prompts,
0485d66e43c0,MODEL_AVERAGE,Narcissism,2.46875,target_trait_all_prompts,
0485d66e43c0,MODEL_AVERAGE,Psychopathy,1.6875,target_trait_all_prompts,
04f2f320cb62,MODEL_AVERAGE,Machiavellianism,2.8392857142857144,target_trait_all_prompts,
04f2f320cb62,MODEL_AVERAGE,Narcissism,1.625,target_trait_all_prompts,
04f2f320cb62,MODEL_AVERAGE,Psychopathy,1.8125,target_trait_all_prompts,
0cb295ccb6c3,MODEL_AVERAGE,Machiavellianism,2.78125,target_trait_all_prompts,
0cb295ccb6c3,MODEL_AVERAGE,Narcissism,1.8571428571428572,target_trait_all_prompts,
0cb295ccb6c3,MODEL_AVERAGE,Psychopathy,1.40625,target_trait_all_prompts,
0d2a04215716,MODEL_AVERAGE,Machiavellianism,1.78125,target_trait_all_prompts,
0d2a04215716,MODEL_AVERAGE,Narcissism,2.383928571428571,target_trait_all_prompts,
0d2a04215716,MODEL_AVERAGE,Psychopathy,1.625,target_trait_all_prompts,
10bbdf7065ea,MODEL_AVERAGE,Machiavellianism,2.375,target_trait_all_prompts,
10bbdf7065ea,MODEL_AVERAGE,Narcissism,2.0625,target_trait_all_prompts,
10bbdf7065ea,MODEL_AVERAGE,Psychopathy,2.3625,target_trait_all_prompts,
17de6ad95fc5,MODEL_AVERAGE,Machiavellianism,1.91875,target_trait_all_prompts,
17de6ad95fc5,MODEL_AVERAGE,Narcissism,1.875,target_trait_all_prompts,
17de6ad95fc5,MODEL_AVERAGE,Psychopathy,1.28125,target_trait_all_prompts,
18c0f0855e98,MODEL_AVERAGE,Machiavellianism,3.175,target_trait_all_prompts,
18c0f0855e98,MODEL_AVERAGE,Narcissism,2.46875,target_trait_all_prompts,
18c0f0855e98,MODEL_AVERAGE,Psychopathy,1.4,target_trait_all_prompts,
23afc807deb7,MODEL_AVERAGE,Machiavellianism,1.59375,target_trait_all_prompts,
23afc807deb7,MODEL_AVERAGE,Narcissism,2.59375,target_trait_all_prompts,
23afc807deb7,MODEL_AVERAGE,Psychopathy,1.6666666666666667,target_trait_all_prompts,
2a52ccd9a203,MODEL_AVERAGE,Machiavellianism,2.09375,target_trait_all_prompts,
2a52ccd9a203,MODEL_AVERAGE,Narcissism,3.25,target_trait_all_prompts,
2a52ccd9a203,MODEL_AVERAGE,Psychopathy,1.4479166666666667,target_trait_all_prompts,
31d8b8f5c082,MODEL_AVERAGE,Machiavellianism,1.3794642857142856,target_trait_all_prompts,
31d8b8f5c082,MODEL_AVERAGE,Narcissism,2.05625,target_trait_all_prompts,
31d8b8f5c082,MODEL_AVERAGE,Psychopathy,1.28125,target_trait_all_prompts,
3221afe85687,MODEL_AVERAGE,Machiavellianism,1.59375,target_trait_all_prompts,
3221afe85687,MODEL_AVERAGE,Narcissism,2.9330357142857144,target_trait_all_prompts,
3221afe85687,MODEL_AVERAGE,Psychopathy,1.75,target_trait_all_prompts,
3817529bbbe4,MODEL_AVERAGE,Machiavellianism,2.6607142857142856,target_trait_all_prompts,
3817529bbbe4,MODEL_AVERAGE,Narcissism,2.8333333333333335,target_trait_all_prompts,
3817529bbbe4,MODEL_AVERAGE,Psychopathy,1.39375,target_trait_all_prompts,
390c36247e1a,MODEL_AVERAGE,Machiavellianism,2.1294642857142856,target_trait_all_prompts,
390c36247e1a,MODEL_AVERAGE,Narcissism,2.0,target_trait_all_prompts,
390c36247e1a,MODEL_AVERAGE,Psychopathy,1.71875,target_trait_all_prompts,
44c88787a705,MODEL_AVERAGE,Machiavellianism,2.446428571428571,target_trait_all_prompts,
44c88787a705,MODEL_AVERAGE,Narcissism,2.725,target_trait_all_prompts,
44c88787a705,MODEL_AVERAGE,Psychopathy,2.104166666666667,target_trait_all_prompts,
46a045274ee9,MODEL_AVERAGE,Machiavellianism,1.7455357142857144,target_trait_all_prompts,
46a045274ee9,MODEL_AVERAGE,Narcissism,1.8125,target_trait_all_prompts,
46a045274ee9,MODEL_AVERAGE,Psychopathy,1.3375,target_trait_all_prompts,
48f801d12e74,MODEL_AVERAGE,Machiavellianism,3.53125,target_trait_all_prompts,
48f801d12e74,MODEL_AVERAGE,Narcissism,2.375,target_trait_all_prompts,
48f801d12e74,MODEL_AVERAGE,Psychopathy,2.8229166666666665,target_trait_all_prompts,
4e04fa6487c9,MODEL_AVERAGE,Machiavellianism,1.84375,target_trait_all_prompts,
4e04fa6487c9,MODEL_AVERAGE,Narcissism,1.5625,target_trait_all_prompts,
4e04fa6487c9,MODEL_AVERAGE,Psychopathy,2.260416666666667,target_trait_all_prompts,
4e6666d47d74,MODEL_AVERAGE,Machiavellianism,2.50625,target_trait_all_prompts,
4e6666d47d74,MODEL_AVERAGE,Narcissism,1.4464285714285714,target_trait_all_prompts,
4e6666d47d74,MODEL_AVERAGE,Psychopathy,1.125,target_trait_all_prompts,
52faefe2ee05,MODEL_AVERAGE,Machiavellianism,2.9166666666666665,target_trait_all_prompts,
52faefe2ee05,MODEL_AVERAGE,Narcissism,2.53125,target_trait_all_prompts,
52faefe2ee05,MODEL_AVERAGE,Psychopathy,3.9375,target_trait_all_prompts,
57e90e8a7533,MODEL_AVERAGE,Machiavellianism,2.1979166666666665,target_trait_all_prompts,
57e90e8a7533,MODEL_AVERAGE,Narcissism,2.78125,target_trait_all_prompts,
57e90e8a7533,MODEL_AVERAGE,Psychopathy,1.5223214285714286,target_trait_all_prompts,
5b82c3d4e092,MODEL_AVERAGE,Machiavellianism,2.114583333333333,target_trait_all_prompts,
5b82c3d4e092,MODEL_AVERAGE,Narcissism,1.75,target_trait_all_prompts,
5b82c3d4e092,MODEL_AVERAGE,Psychopathy,2.125,target_trait_all_prompts,
5be0882cd92e,MODEL_AVERAGE,Machiavellianism,2.125,target_trait_all_prompts,
5be0882cd92e,MODEL_AVERAGE,Narcissism,1.9553571428571428,target_trait_all_prompts,
5be0882cd92e,MODEL_AVERAGE,Psychopathy,1.75,target_trait_all_prompts,
6036794570f2,MODEL_AVERAGE,Machiavellianism,2.767857142857143,target_trait_all_prompts,
6036794570f2,MODEL_AVERAGE,Narcissism,2.84375,target_trait_all_prompts,
6036794570f2,MODEL_AVERAGE,Psychopathy,1.6205357142857144,target_trait_all_prompts,
62dbbd1aa2cb,MODEL_AVERAGE,Machiavellianism,1.90625,target_trait_all_prompts,
62dbbd1aa2cb,MODEL_AVERAGE,Narcissism,3.53125,target_trait_all_prompts,
62dbbd1aa2cb,MODEL_AVERAGE,Psychopathy,1.6517857142857144,target_trait_all_prompts,
67534788b519,MODEL_AVERAGE,Machiavellianism,2.0625,target_trait_all_prompts,
67534788b519,MODEL_AVERAGE,Narcissism,2.200892857142857,target_trait_all_prompts,
67534788b519,MODEL_AVERAGE,Psychopathy,1.375,target_trait_all_prompts,
79a648d9e0dc,MODEL_AVERAGE,Machiavellianism,1.40625,target_trait_all_prompts,
79a648d9e0dc,MODEL_AVERAGE,Narcissism,2.0,target_trait_all_prompts,
79a648d9e0dc,MODEL_AVERAGE,Psychopathy,1.9375,target_trait_all_prompts,
7b1e5c326559,MODEL_AVERAGE,Machiavellianism,1.625,target_trait_all_prompts,
7b1e5c326559,MODEL_AVERAGE,Narcissism,3.9375,target_trait_all_prompts,
7b1e5c326559,MODEL_AVERAGE,Psychopathy,1.78125,target_trait_all_prompts,
7cb9acc97d75,MODEL_AVERAGE,Machiavellianism,1.5520833333333333,target_trait_all_prompts,
7cb9acc97d75,MODEL_AVERAGE,Narcissism,2.75,target_trait_all_prompts,
7cb9acc97d75,MODEL_AVERAGE,Psychopathy,1.09375,target_trait_all_prompts,
7cd1ac6309cb,MODEL_AVERAGE,Machiavellianism,3.03125,target_trait_all_prompts,
7cd1ac6309cb,MODEL_AVERAGE,Narcissism,2.9419642857142856,target_trait_all_prompts,
7cd1ac6309cb,MODEL_AVERAGE,Psychopathy,3.125,target_trait_all_prompts,
7cdb8a0daff4,MODEL_AVERAGE,Machiavellianism,2.21875,target_trait_all_prompts,
7cdb8a0daff4,MODEL_AVERAGE,Narcissism,2.28125,target_trait_all_prompts,
7cdb8a0daff4,MODEL_AVERAGE,Psychopathy,1.5625,target_trait_all_prompts,
871598e4d5b0,MODEL_AVERAGE,Machiavellianism,2.09375,target_trait_all_prompts,
871598e4d5b0,MODEL_AVERAGE,Narcissism,1.9508928571428572,target_trait_all_prompts,
871598e4d5b0,MODEL_AVERAGE,Psychopathy,1.78125,target_trait_all_prompts,
87d0b5ad4789,MODEL_AVERAGE,Machiavellianism,2.3125,target_trait_all_prompts,
87d0b5ad4789,MODEL_AVERAGE,Narcissism,1.90625,target_trait_all_prompts,
87d0b5ad4789,MODEL_AVERAGE,Psychopathy,1.5089285714285714,target_trait_all_prompts,
88ca832cb16c,MODEL_AVERAGE,Machiavellianism,2.875,target_trait_all_prompts,
88ca832cb16c,MODEL_AVERAGE,Narcissism,2.4375,target_trait_all_prompts,
88ca832cb16c,MODEL_AVERAGE,Psychopathy,2.21875,target_trait_all_prompts,
89f333ad5c42,MODEL_AVERAGE,Machiavellianism,2.8125,target_trait_all_prompts,
89f333ad5c42,MODEL_AVERAGE,Narcissism,1.84375,target_trait_all_prompts,
89f333ad5c42,MODEL_AVERAGE,Psychopathy,1.9375,target_trait_all_prompts,
9172de702f7d,MODEL_AVERAGE,Machiavellianism,2.1666666666666665,target_trait_all_prompts,
9172de702f7d,MODEL_AVERAGE,Narcissism,3.05625,target_trait_all_prompts,
9172de702f7d,MODEL_AVERAGE,Psychopathy,1.34375,target_trait_all_prompts,
92488e902941,MODEL_AVERAGE,Machiavellianism,2.4375,target_trait_all_prompts,
92488e902941,MODEL_AVERAGE,Narcissism,1.7395833333333333,target_trait_all_prompts,
92488e902941,MODEL_AVERAGE,Psychopathy,1.3125,target_trait_all_prompts,
92973fdb5042,MODEL_AVERAGE,Machiavellianism,1.4151785714285714,target_trait_all_prompts,
92973fdb5042,MODEL_AVERAGE,Narcissism,1.4166666666666667,target_trait_all_prompts,
92973fdb5042,MODEL_AVERAGE,Psychopathy,1.3125,target_trait_all_prompts,
947f2c300e0b,MODEL_AVERAGE,Machiavellianism,2.34375,target_trait_all_prompts,
947f2c300e0b,MODEL_AVERAGE,Narcissism,1.84375,target_trait_all_prompts,
947f2c300e0b,MODEL_AVERAGE,Psychopathy,1.28125,target_trait_all_prompts,
95aa0163635c,MODEL_AVERAGE,Machiavellianism,2.15625,target_trait_all_prompts,
95aa0163635c,MODEL_AVERAGE,Narcissism,2.5357142857142856,target_trait_all_prompts,
95aa0163635c,MODEL_AVERAGE,Psychopathy,2.09375,target_trait_all_prompts,
971ab22678db,MODEL_AVERAGE,Machiavellianism,2.28125,target_trait_all_prompts,
971ab22678db,MODEL_AVERAGE,Narcissism,1.6875,target_trait_all_prompts,
971ab22678db,MODEL_AVERAGE,Psychopathy,2.20625,target_trait_all_prompts,
97d8a9a06e61,MODEL_AVERAGE,Machiavellianism,1.8020833333333333,target_trait_all_prompts,
97d8a9a06e61,MODEL_AVERAGE,Narcissism,1.4821428571428572,target_trait_all_prompts,
97d8a9a06e61,MODEL_AVERAGE,Psychopathy,1.4910714285714286,target_trait_all_prompts,
9c12ca066f69,MODEL_AVERAGE,Machiavellianism,2.209821428571429,target_trait_all_prompts,
9c12ca066f69,MODEL_AVERAGE,Narcissism,1.96875,target_trait_all_prompts,
9c12ca066f69,MODEL_AVERAGE,Psychopathy,1.2625,target_trait_all_prompts,
9c6e9f890b23,MODEL_AVERAGE,Machiavellianism,1.9866071428571428,target_trait_all_prompts,
9c6e9f890b23,MODEL_AVERAGE,Narcissism,2.53125,target_trait_all_prompts,
9c6e9f890b23,MODEL_AVERAGE,Psychopathy,1.78125,target_trait_all_prompts,
a0d3880940af,MODEL_AVERAGE,Machiavellianism,3.5,target_trait_all_prompts,
a0d3880940af,MODEL_AVERAGE,Narcissism,2.25,target_trait_all_prompts,
a0d3880940af,MODEL_AVERAGE,Psychopathy,1.4821428571428572,target_trait_all_prompts,
a2161e3253f1,MODEL_AVERAGE,Machiavellianism,2.46875,target_trait_all_prompts,
a2161e3253f1,MODEL_AVERAGE,Narcissism,1.8392857142857144,target_trait_all_prompts,
a2161e3253f1,MODEL_AVERAGE,Psychopathy,1.75,target_trait_all_prompts,
a6b3df7a4b6f,MODEL_AVERAGE,Machiavellianism,2.03125,target_trait_all_prompts,
a6b3df7a4b6f,MODEL_AVERAGE,Narcissism,2.053571428571429,target_trait_all_prompts,
a6b3df7a4b6f,MODEL_AVERAGE,Psychopathy,1.875,target_trait_all_prompts,
a83d7192fd9d,MODEL_AVERAGE,Machiavellianism,2.915178571428571,target_trait_all_prompts,
a83d7192fd9d,MODEL_AVERAGE,Narcissism,3.0580357142857144,target_trait_all_prompts,
a83d7192fd9d,MODEL_AVERAGE,Psychopathy,1.6741071428571428,target_trait_all_prompts,
ab907ef5e005,MODEL_AVERAGE,Machiavellianism,2.34375,target_trait_all_prompts,
ab907ef5e005,MODEL_AVERAGE,Narcissism,2.40625,target_trait_all_prompts,
ab907ef5e005,MODEL_AVERAGE,Psychopathy,1.625,target_trait_all_prompts,
af86940b4ace,MODEL_AVERAGE,Machiavellianism,2.5833333333333335,target_trait_all_prompts,
af86940b4ace,MODEL_AVERAGE,Narcissism,2.0892857142857144,target_trait_all_prompts,
af86940b4ace,MODEL_AVERAGE,Psychopathy,3.34375,target_trait_all_prompts,
b09a41f09182,MODEL_AVERAGE,Machiavellianism,2.0625,target_trait_all_prompts,
b09a41f09182,MODEL_AVERAGE,Narcissism,1.90625,target_trait_all_prompts,
b09a41f09182,MODEL_AVERAGE,Psychopathy,1.7053571428571428,target_trait_all_prompts,
b13a700eb5e6,MODEL_AVERAGE,Machiavellianism,2.09375,target_trait_all_prompts,
b13a700eb5e6,MODEL_AVERAGE,Narcissism,2.65625,target_trait_all_prompts,
b13a700eb5e6,MODEL_AVERAGE,Psychopathy,1.28125,target_trait_all_prompts,
b3793b838348,MODEL_AVERAGE,Machiavellianism,3.66875,target_trait_all_prompts,
b3793b838348,MODEL_AVERAGE,Narcissism,1.875,target_trait_all_prompts,
b3793b838348,MODEL_AVERAGE,Psychopathy,2.0,target_trait_all_prompts,
b971f1bc2a28,MODEL_AVERAGE,Machiavellianism,1.9241071428571428,target_trait_all_prompts,
b971f1bc2a28,MODEL_AVERAGE,Narcissism,3.4,target_trait_all_prompts,
b971f1bc2a28,MODEL_AVERAGE,Psychopathy,1.96875,target_trait_all_prompts,
bb7c02fa81e2,MODEL_AVERAGE,Machiavellianism,4.25,target_trait_all_prompts,
bb7c02fa81e2,MODEL_AVERAGE,Narcissism,2.4375,target_trait_all_prompts,
bb7c02fa81e2,MODEL_AVERAGE,Psychopathy,2.392857142857143,target_trait_all_prompts,
bde07cdc2ca0,MODEL_AVERAGE,Machiavellianism,3.125,target_trait_all_prompts,
bde07cdc2ca0,MODEL_AVERAGE,Narcissism,2.4875,target_trait_all_prompts,
bde07cdc2ca0,MODEL_AVERAGE,Psychopathy,1.75,target_trait_all_prompts,
ca5485682bf3,MODEL_AVERAGE,Machiavellianism,2.625,target_trait_all_prompts,
ca5485682bf3,MODEL_AVERAGE,Narcissism,2.3625,target_trait_all_prompts,
ca5485682bf3,MODEL_AVERAGE,Psychopathy,2.263392857142857,target_trait_all_prompts,
d0e1efecc0dc,MODEL_AVERAGE,Machiavellianism,2.95,target_trait_all_prompts,
d0e1efecc0dc,MODEL_AVERAGE,Narcissism,2.34375,target_trait_all_prompts,
d0e1efecc0dc,MODEL_AVERAGE,Psychopathy,2.446428571428571,target_trait_all_prompts,
d13f8bec8146,MODEL_AVERAGE,Machiavellianism,2.78125,target_trait_all_prompts,
d13f8bec8146,MODEL_AVERAGE,Narcissism,2.3854166666666665,target_trait_all_prompts,
d13f8bec8146,MODEL_AVERAGE,Psychopathy,2.71875,target_trait_all_prompts,
d5dc8ea6b785,MODEL_AVERAGE,Machiavellianism,2.84375,target_trait_all_prompts,
d5dc8ea6b785,MODEL_AVERAGE,Narcissism,2.2455357142857144,target_trait_all_prompts,
d5dc8ea6b785,MODEL_AVERAGE,Psychopathy,1.1026785714285714,target_trait_all_prompts,
dae13b010487,MODEL_AVERAGE,Machiavellianism,2.5,target_trait_all_prompts,
dae13b010487,MODEL_AVERAGE,Narcissism,2.7291666666666665,target_trait_all_prompts,
dae13b010487,MODEL_AVERAGE,Psychopathy,1.625,target_trait_all_prompts,
de07c6afc264,MODEL_AVERAGE,Machiavellianism,1.96875,target_trait_all_prompts,
de07c6afc264,MODEL_AVERAGE,Narcissism,1.28125,target_trait_all_prompts,
de07c6afc264,MODEL_AVERAGE,Psychopathy,1.34375,target_trait_all_prompts,
e16fa52ce322,MODEL_AVERAGE,Machiavellianism,2.625,target_trait_all_prompts,
e16fa52ce322,MODEL_AVERAGE,Narcissism,3.008928571428571,target_trait_all_prompts,
e16fa52ce322,MODEL_AVERAGE,Psychopathy,1.84375,target_trait_all_prompts,
e297718e087c,MODEL_AVERAGE,Machiavellianism,2.90625,target_trait_all_prompts,
e297718e087c,MODEL_AVERAGE,Narcissism,3.1979166666666665,target_trait_all_prompts,
e297718e087c,MODEL_AVERAGE,Psychopathy,1.7083333333333333,target_trait_all_prompts,
e2b128e6e5e1,MODEL_AVERAGE,Machiavellianism,3.0625,target_trait_all_prompts,
e2b128e6e5e1,MODEL_AVERAGE,Narcissism,2.3125,target_trait_all_prompts,
e2b128e6e5e1,MODEL_AVERAGE,Psychopathy,1.6875,target_trait_all_prompts,
e63347d73d64,MODEL_AVERAGE,Machiavellianism,1.75,target_trait_all_prompts,
e63347d73d64,MODEL_AVERAGE,Narcissism,1.59375,target_trait_all_prompts,
e63347d73d64,MODEL_AVERAGE,Psychopathy,1.53125,target_trait_all_prompts,
e6bba1969270,MODEL_AVERAGE,Machiavellianism,2.78125,target_trait_all_prompts,
e6bba1969270,MODEL_AVERAGE,Narcissism,1.7321428571428572,target_trait_all_prompts,
e6bba1969270,MODEL_AVERAGE,Psychopathy,2.65625,target_trait_all_prompts,
e72068b3f6e9,MODEL_AVERAGE,Machiavellianism,2.40625,target_trait_all_prompts,
e72068b3f6e9,MODEL_AVERAGE,Narcissism,1.96875,target_trait_all_prompts,
e72068b3f6e9,MODEL_AVERAGE,Psychopathy,2.25,target_trait_all_prompts,
e801373921ee,MODEL_AVERAGE,Machiavellianism,2.6354166666666665,target_trait_all_prompts,
e801373921ee,MODEL_AVERAGE,Narcissism,1.8958333333333333,target_trait_all_prompts,
e801373921ee,MODEL_AVERAGE,Psychopathy,1.75,target_trait_all_prompts,
eccf4e4dc36f,MODEL_AVERAGE,Machiavellianism,2.625,target_trait_all_prompts,
eccf4e4dc36f,MODEL_AVERAGE,Narcissism,2.427083333333333,target_trait_all_prompts,
eccf4e4dc36f,MODEL_AVERAGE,Psychopathy,1.09375,target_trait_all_prompts,
f089217f0341,MODEL_AVERAGE,Machiavellianism,2.76875,target_trait_all_prompts,
f089217f0341,MODEL_AVERAGE,Narcissism,1.8125,target_trait_all_prompts,
f089217f0341,MODEL_AVERAGE,Psychopathy,2.15625,target_trait_all_prompts,
f904fc265f68,MODEL_AVERAGE,Machiavellianism,1.9166666666666665,target_trait_all_prompts,
f904fc265f68,MODEL_AVERAGE,Narcissism,2.55,target_trait_all_prompts,
f904fc265f68,MODEL_AVERAGE,Psychopathy,1.875,target_trait_all_prompts,
fb129c79286b,MODEL_AVERAGE,Machiavellianism,2.21875,target_trait_all_prompts,
fb129c79286b,MODEL_AVERAGE,Narcissism,3.0375,target_trait_all_prompts,
fb129c79286b,MODEL_AVERAGE,Psychopathy,1.61875,target_trait_all_prompts,
016dc2ca774e,GPT-5,Machiavellianism,2.0,target_trait_by_prompt,broad
016dc2ca774e,GPT-5,Narcissism,3.0,target_trait_by_prompt,broad
016dc2ca774e,GPT-5,Psychopathy,1.0,target_trait_by_prompt,broad
016dc2ca774e,GPT-5,Machiavellianism,2.0,target_trait_by_prompt,specific
016dc2ca774e,GPT-5,Narcissism,2.0,target_trait_by_prompt,specific
016dc2ca774e,GPT-5,Psychopathy,1.0,target_trait_by_prompt,specific
016dc2ca774e,GPT-OSS-120B,Machiavellianism,2.0,target_trait_by_prompt,broad
016dc2ca774e,GPT-OSS-120B,Narcissism,3.0,target_trait_by_prompt,broad
016dc2ca774e,GPT-OSS-120B,Psychopathy,1.3333333333333333,target_trait_by_prompt,broad
016dc2ca774e,GPT-OSS-120B,Machiavellianism,2.0,target_trait_by_prompt,specific
016dc2ca774e,GPT-OSS-120B,Narcissism,1.3333333333333333,target_trait_by_prompt,specific
016dc2ca774e,GPT-OSS-120B,Psychopathy,1.25,target_trait_by_prompt,specific
016dc2ca774e,Grok-4,Machiavellianism,2.0,target_trait_by_prompt,broad
016dc2ca774e,Grok-4,Narcissism,2.75,target_trait_by_prompt,broad
016dc2ca774e,Grok-4,Psychopathy,1.25,target_trait_by_prompt,broad
016dc2ca774e,Grok-4,Machiavellianism,1.75,target_trait_by_prompt,specific
016dc2ca774e,Grok-4,Narcissism,1.75,target_trait_by_prompt,specific
016dc2ca774e,Grok-4,Psychopathy,2.25,target_trait_by_prompt,specific
016dc2ca774e,LLaMA-3,Machiavellianism,2.75,target_trait_by_prompt,broad
016dc2ca774e,LLaMA-3,Narcissism,3.0,target_trait_by_prompt,broad
016dc2ca774e,LLaMA-3,Psychopathy,1.0,target_trait_by_prompt,broad
016dc2ca774e,LLaMA-3,Machiavellianism,2.0,target_trait_by_prompt,specific
016dc2ca774e,LLaMA-3,Narcissism,2.0,target_trait_by_prompt,specific
016dc2ca774e,LLaMA-3,Psychopathy,1.25,target_trait_by_prompt,specific
0485d66e43c0,GPT-5,Machiavellianism,2.0,target_trait_by_prompt,broad
0485d66e43c0,GPT-5,Narcissism,3.0,target_trait_by_prompt,broad
0485d66e43c0,GPT-5,Psychopathy,2.5,target_trait_by_prompt,broad
0485d66e43c0,GPT-5,Machiavellianism,4.0,target_trait_by_prompt,specific
0485d66e43c0,GPT-5,Narcissism,2.0,target_trait_by_prompt,specific
0485d66e43c0,GPT-5,Psychopathy,1.0,target_trait_by_prompt,specific
0485d66e43c0,GPT-OSS-120B,Narcissism,2.0,target_trait_by_prompt,broad
0485d66e43c0,GPT-OSS-120B,Psychopathy,1.5,target_trait_by_prompt,specific
0485d66e43c0,Grok-4,Machiavellianism,2.5,target_trait_by_prompt,broad
0485d66e43c0,Grok-4,Narcissism,2.25,target_trait_by_prompt,broad
0485d66e43c0,Grok-4,Psychopathy,1.75,target_trait_by_prompt,broad
0485d66e43c0,Grok-4,Machiavellianism,4.0,target_trait_by_prompt,specific
0485d66e43c0,Grok-4,Narcissism,1.5,target_trait_by_prompt,specific
0485d66e43c0,Grok-4,Psychopathy,1.25,target_trait_by_prompt,specific
0485d66e43c0,LLaMA-3,Machiavellianism,2.5,target_trait_by_prompt,broad
0485d66e43c0,LLaMA-3,Narcissism,4.0,target_trait_by_prompt,broad
0485d66e43c0,LLaMA-3,Psychopathy,2.0,target_trait_by_prompt,broad
0485d66e43c0,LLaMA-3,Machiavellianism,4.0,target_trait_by_prompt,specific
0485d66e43c0,LLaMA-3,Narcissism,3.0,target_trait_by_prompt,specific
0485d66e43c0,LLaMA-3,Psychopathy,2.0,target_trait_by_prompt,specific
04f2f320cb62,GPT-5,Machiavellianism,3.5,target_trait_by_prompt,broad
